gene_symbol,mean_log2_NNK,mean_log2_WT,log2FC,statistic,p.value,p_adj
RP11-268J15.5,5.47975011112446,4.820713240041808,0.6590368710826517,2.339641818776849,0.024697040797897845,0.04511962775088781
SF1,10.603323545151698,10.35323867728371,0.25008486786798834,2.3278538910508417,0.024701334668857565,0.04511962775088781
CARS2,8.480668298084522,8.777509429521958,-0.29684113143743573,-2.330005225882484,0.024699790881111943,0.04511962775088781
SNORD62B,3.4057795600863807,4.050882411131439,-0.645102851045058,-2.3293681466595277,0.024713293234917274,0.045131833973416385
CAB39L,8.275706470239028,7.49322007507085,0.7824863951681778,2.3648816251232248,0.024713128895195776,0.045131833973416385
PCNP,9.486412540199012,9.81431789175631,-0.3279053515572983,-2.3317588344324567,0.024737075187558584,0.04517044319657939
RAC1P2,4.593002110172334,4.991204325917975,-0.3982022157456413,-2.3396743897798293,0.024744758674680532,0.045174829944129184
DPY19L2,9.535752480959095,8.808056379466107,0.7276961014929881,2.3522185561090003,0.02474452374050671,0.045174829944129184
WDR13,6.980917090395404,6.460515464906243,0.5204016254891606,2.3415816039270796,0.02475120981886294,0.04518178591347708
CNTN5,4.737666371401309,6.321246924448246,-1.5835805530469376,-2.3871238682448754,0.024767720282895946,0.04520710109887804
PCNX,10.920537107484524,11.193027330947322,-0.27249022346279794,-2.3884979684871555,0.024793103061668893,0.04524860328344692
INTS12,7.178654127022775,6.932569406032085,0.24608472099069,2.365287852823557,0.02480490642613675,0.04526531617475707
GREB1,6.883604944764796,7.740719172918412,-0.8571142281536162,-2.337253585759135,0.024832987654959622,0.04531172704789348
DHX15,10.799877479285367,11.058065415961329,-0.2581879366759612,-2.3449285679758938,0.024883306384151146,0.04539385856473212
UCHL3,4.478085148519566,5.393442483438116,-0.91535733491855,-2.3407056222837563,0.024882846308470857,0.04539385856473212
MRPL35,7.873064089361462,7.554464295202854,0.31859979415860806,2.330129768240678,0.02488656275005464,0.04539495847403079
MYL6B,5.971010649028497,6.730362680754154,-0.7593520317256566,-2.3678038813887783,0.02490559441997903,0.04542483041972295
CDK11B,7.123601053048511,6.715386805340133,0.40821424770837833,2.3282651622909873,0.024915666583423507,0.045438356668714354
GAA,8.535092582747604,8.067886761969483,0.4672058207781209,2.3630932099713404,0.024929401847148397,0.045458559667556464
RPL24P4,3.880373093422255,4.549968566883411,-0.6695954734611562,-2.326371547133495,0.024958920207670397,0.0455075356402883
CLUAP1,8.07473352783672,7.798530396114655,0.276203131722065,2.337556606178798,0.02502753814877048,0.0456277837435172
RPS6KA2,8.972220236855268,8.574175166041863,0.3980450708134047,2.346735228657803,0.025075743302586273,0.04571079556959467
PPFIBP2,8.980688725103665,8.540337156281769,0.44035156882189597,2.3416725871047,0.025132127686014142,0.04580679551446257
SSR4,7.717939788836576,8.0435094336968,-0.32556964486022366,-2.3434608062484767,0.025133761368614692,0.04580679551446257
RINT1,8.041702294376602,8.29843460422395,-0.2567323098473473,-2.326125884296072,0.025157318000088375,0.04584484409304558
SRCRB4D,5.442000409312903,4.520929273555003,0.9210711357578996,2.348207005746457,0.025189030812461533,0.045897746207220355
LINC01004,5.394851445066843,5.826386831829784,-0.431535386762941,-2.3288055521681965,0.025215912745861418,0.04593225120683753
BRAF,10.27238392589566,10.54977790002432,-0.2773939741286604,-2.347404864666602,0.02521201094573207,0.04593225120683753
JUND,9.949027299593798,9.406528416252387,0.5424988833414108,2.337331272181132,0.025216021939128946,0.04593225120683753
RWDD3,5.11645345632067,6.100534029544887,-0.984080573224217,-2.34675125393596,0.02522116044226628,0.04593402454239049
PHTF1,7.619569353643198,7.9126555860432,-0.2930862324000021,-2.355201281295509,0.02522400421980989,0.04593402454239049
CELF1,10.508332093734502,10.722716340661993,-0.2143842469274908,-2.3494596093981803,0.025225050302534406,0.04593402454239049
ACER2,6.303637850931449,5.7148313776236765,0.5888064733077725,2.333972054896212,0.025260566571644584,0.0459933223878657
NABP2,5.746868301286651,6.022554213097964,-0.27568591181131286,-2.318203805733894,0.025262991026348727,0.0459933223878657
